GCD Test
Bias: 5000.000000
CV_36696_039_PSS_HM_XX_DIODEHALF
Date/Time: 8/17/2021 2:58:23 PM
Sensor Name: 36696_039_PSS_HM_XX_DIODEHALF
Type: P
Annealing Status: Unirrad
Environment: -20C
Tester: Eric Spencer

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	LCR_Cp_freq1000.0	LCR_Rp_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint
 -400.0000	6.884E-12	2.085E+9	   20.0347	   21.0555	    8.7903	  -13.3081	
 -410.0000	6.885E-12	2.084E+9	   20.0347	   21.0555	    8.7903	  -13.3081	
 -420.0000	6.878E-12	1.995E+9	   19.9858	   21.0555	    8.7951	  -13.3014	
 -430.0000	6.879E-12	2.217E+9	   19.9627	   21.0570	    8.8061	  -13.2849	
 -440.0000	6.873E-12	2.094E+9	   19.9318	   21.0539	    8.7830	  -13.3194	
 -450.0000	6.876E-12	2.218E+9	   19.9318	   21.0485	    8.7755	  -13.3341	
 -460.0000	6.871E-12	2.337E+9	   19.9498	   21.0467	    8.7770	  -13.3333	
 -470.0000	6.867E-12	2.273E+9	   19.9498	   21.0467	    8.7770	  -13.3333	
 -480.0000	6.868E-12	2.292E+9	   19.9858	   21.0427	    8.7812	  -13.3305	
 -490.0000	6.865E-12	2.055E+9	   20.0167	   21.0584	    8.7729	  -13.3302	
 -500.0000	6.867E-12	2.387E+9	   20.0553	   21.0620	    8.7720	  -13.3288	
 -510.0000	6.865E-12	2.130E+9	   20.0837	   21.0600	    8.7536	  -13.3560	
 -520.0000	6.871E-12	2.275E+9	   20.1042	   21.0526	    8.7612	  -13.3509	
 -530.0000	6.869E-12	2.518E+9	   20.1094	   21.0607	    8.7559	  -13.3523	
 -540.0000	6.865E-12	2.077E+9	   20.0708	   21.0591	    8.7426	  -13.3722	
 -550.0000	6.865E-12	2.339E+9	   20.0399	   21.0550	    8.7315	  -13.3908	
 -560.0000	6.860E-12	2.298E+9	   20.0116	   21.0334	    8.7438	  -13.3897	
 -570.0000	6.860E-12	2.309E+9	   19.9807	   21.0633	    8.7369	  -13.3770	
 -580.0000	6.864E-12	2.424E+9	   19.9575	   21.0520	    8.7495	  -13.3677	
 -590.0000	6.858E-12	2.280E+9	   19.9421	   21.0520	    8.7347	  -13.3886	
 -600.0000	6.861E-12	2.102E+9	   19.9421	   21.0590	    8.7521	  -13.3589	
