#Open Capacitance 1000Hz:4.659790E-12
#Open Capacitance 100000Hz:4.284490E-12
#34341_041_PSS_XX_HM_Irrad_20min
#Date/Time: 8/12/2021 11:09:14 AM
#Sensor Name: 34341_041_PSS_XX_HM_Irrad_20min
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
11	3711626316.603088	1.911662	-20.000000	23.912777	-2.522400E-5	-6.004243E-11	8.886500E-11	5.122020E-12	-3.588433E-7	-3.588326E-7	-3.588097E-7	-3.588392E-7	-3.588312E-7	-3.588359E-7	-1.595847E-6	-3.589581E-7	-3.589323E-7	-3.589012E-7	-3.588764E-7	-3.589170E-7	-3.589167E-7	-1.599727E-6	-3.581075E-7	-3.588033E-7	-3.596054E-7	-3.603366E-7	-3.611898E-7	-3.619395E-7
12	3711626366.040514	1.883363	-20.000000	23.919377	-2.522000E-5	-6.074339E-11	8.888400E-11	5.123410E-12	-3.584998E-7	-3.584813E-7	-3.584669E-7	-3.584509E-7	-3.584747E-7	-3.584741E-7	-1.597545E-6	-3.582554E-7	-3.582628E-7	-3.582645E-7	-3.582596E-7	-3.582606E-7	-3.582612E-7	-1.600079E-6	-3.575546E-7	-3.583178E-7	-3.591488E-7	-3.599447E-7	-3.606315E-7	-3.613897E-7
13	3711626414.684957	1.925086	-20.000000	23.867457	-2.521200E-5	-5.994232E-11	8.888080E-11	5.122880E-12	-3.578314E-7	-3.578276E-7	-3.578464E-7	-3.578651E-7	-3.578426E-7	-3.578389E-7	-1.597845E-6	-3.581293E-7	-3.581252E-7	-3.581256E-7	-3.581240E-7	-3.581260E-7	-3.581254E-7	-1.600795E-6	-3.573595E-7	-3.581577E-7	-3.588679E-7	-3.597234E-7	-3.604955E-7	-3.613674E-7
14	3711626463.763254	1.900454	-20.000000	23.881665	-2.521400E-5	-5.974204E-11	8.887270E-11	5.123080E-12	-3.576161E-7	-3.577026E-7	-3.577328E-7	-3.577094E-7	-3.576902E-7	-3.577060E-7	-1.598663E-6	-3.579360E-7	-3.579843E-7	-3.579748E-7	-3.579624E-7	-3.579644E-7	-3.579686E-7	-1.598379E-6	-3.570270E-7	-3.578641E-7	-3.586369E-7	-3.594022E-7	-3.603078E-7	-3.611669E-7
15	3711626513.104322	1.834296	-20.000000	23.880992	-2.520100E-5	-5.763935E-11	8.886140E-11	5.123100E-12	-3.569469E-7	-3.569463E-7	-3.569598E-7	-3.569996E-7	-3.569631E-7	-3.569534E-7	-1.596448E-6	-3.574376E-7	-3.574199E-7	-3.574279E-7	-3.574252E-7	-3.574276E-7	-3.574266E-7	-1.600292E-6	-3.566800E-7	-3.575082E-7	-3.583231E-7	-3.591688E-7	-3.599216E-7	-3.607744E-7
16	3711626561.930853	1.912208	-20.000000	23.859569	-2.519800E-5	-6.119398E-11	8.887420E-11	5.122760E-12	-3.568671E-7	-3.568938E-7	-3.569364E-7	-3.569805E-7	-3.569194E-7	-3.569151E-7	-1.598072E-6	-3.570547E-7	-3.570206E-7	-3.569868E-7	-3.569861E-7	-3.570121E-7	-3.570037E-7	-1.599556E-6	-3.563005E-7	-3.572548E-7	-3.580461E-7	-3.588965E-7	-3.597603E-7	-3.604895E-7
17	3711626611.005219	1.869576	-20.000000	23.851743	-2.520500E-5	-5.989230E-11	8.887310E-11	5.122380E-12	-3.568429E-7	-3.568605E-7	-3.568873E-7	-3.569012E-7	-3.568730E-7	-3.568739E-7	-1.597316E-6	-3.569470E-7	-3.569160E-7	-3.568984E-7	-3.568874E-7	-3.569122E-7	-3.569072E-7	-1.600886E-6	-3.563383E-7	-3.569764E-7	-3.577748E-7	-3.585648E-7	-3.594255E-7	-3.600198E-7
18	3711626660.351621	1.871877	-20.000000	23.813140	-2.518100E-5	-6.069327E-11	8.888180E-11	5.122250E-12	-3.562635E-7	-3.562753E-7	-3.562948E-7	-3.563030E-7	-3.562841E-7	-3.562851E-7	-1.598990E-6	-3.563358E-7	-3.563728E-7	-3.564770E-7	-3.565701E-7	-3.564389E-7	-3.564249E-7	-1.605292E-6	-3.555626E-7	-3.541055E-7	-3.549136E-7	-3.557383E-7	-3.563867E-7	-3.568234E-7
19	3711626709.120364	1.809313	-20.000000	23.801468	-2.517100E-5	-5.894105E-11	8.887700E-11	5.122610E-12	-3.557054E-7	-3.556845E-7	-3.556693E-7	-3.556667E-7	-3.556815E-7	-3.556769E-7	-1.603317E-6	-3.557438E-7	-3.557509E-7	-3.557386E-7	-3.557496E-7	-3.557457E-7	-3.557467E-7	-1.600378E-6	-3.549865E-7	-3.556078E-7	-3.563628E-7	-3.573686E-7	-3.581552E-7	-3.587515E-7
20	3711626758.138402	1.832791	-20.000000	23.815717	-2.514200E-5	-6.264586E-11	8.888080E-11	5.122250E-12	-3.554691E-7	-3.554133E-7	-3.553387E-7	-3.552723E-7	-3.553734E-7	-3.553760E-7	-1.598190E-6	-3.554599E-7	-3.555282E-7	-3.555689E-7	-3.555438E-7	-3.555252E-7	-3.555360E-7	-1.601969E-6	-3.548347E-7	-3.555135E-7	-3.563097E-7	-3.570535E-7	-3.579633E-7	-3.588208E-7
21	3711626807.308123	1.873772	-20.000000	23.789618	-2.516200E-5	-6.039292E-11	8.888740E-11	5.110600E-12	-3.552199E-7	-3.552072E-7	-3.551872E-7	-3.551621E-7	-3.551941E-7	-3.551972E-7	-1.599763E-6	-3.551638E-7	-3.551648E-7	-3.551799E-7	-3.551991E-7	-3.551769E-7	-3.551723E-7	-1.602171E-6	-3.543617E-7	-3.551529E-7	-3.559358E-7	-3.567478E-7	-3.410423E-7	-3.405221E-7
22	3711626856.257667	1.847718	-20.000000	23.792491	-2.517500E-5	-6.019269E-11	8.888860E-11	5.123350E-12	-3.546950E-7	-3.547321E-7	-3.547608E-7	-3.547584E-7	-3.547366E-7	-3.547452E-7	-1.600584E-6	-3.549911E-7	-3.549717E-7	-3.549846E-7	-3.549761E-7	-3.549809E-7	-3.549803E-7	-1.603118E-6	-3.541194E-7	-2.550104E-7	-1.569426E-7	-1.617398E-7	-1.811248E-7	-1.848483E-7
23	3711626905.216446	1.896282	-20.000000	23.782265	-2.513800E-5	-5.974211E-11	8.888830E-11	5.122500E-12	-3.546128E-7	-3.546199E-7	-3.546447E-7	-3.546786E-7	-3.546390E-7	-3.546323E-7	-1.601018E-6	-3.545504E-7	-3.545602E-7	-3.545375E-7	-3.545157E-7	-3.545410E-7	-3.545439E-7	-1.602261E-6	-3.539081E-7	-3.545879E-7	-3.554711E-7	-3.562616E-7	-3.571634E-7	-3.580690E-7
24	3711626954.277237	1.791595	-20.000000	23.773566	-2.515100E-5	-5.808989E-11	8.890080E-11	5.122680E-12	-3.543401E-7	-3.543410E-7	-3.543184E-7	-3.542826E-7	-3.543205E-7	-3.543292E-7	-1.601093E-6	-3.541031E-7	-3.541029E-7	-3.541071E-7	-3.541238E-7	-3.541092E-7	-3.541051E-7	-1.601296E-6	-3.534010E-7	-3.541350E-7	-3.548657E-7	-3.557924E-7	-3.545618E-7	-3.552307E-7
25	3711627003.308433	1.829560	-20.000000	23.731932	-2.513900E-5	-5.964191E-11	8.889510E-11	5.122050E-12	-3.536926E-7	-3.536471E-7	-3.536213E-7	-3.536089E-7	-3.536425E-7	-3.536342E-7	-1.599270E-6	-3.378751E-7	-3.382463E-7	-3.390154E-7	-3.393868E-7	-3.386309E-7	-3.386309E-7	-1.600025E-6	-3.526384E-7	-3.532496E-7	-3.541246E-7	-3.550567E-7	-3.560681E-7	-3.520607E-7
26	3711627052.310552	1.820849	-20.000000	23.754068	-2.513600E-5	-6.089357E-11	8.888010E-11	5.121910E-12	-3.535043E-7	-3.534771E-7	-3.534558E-7	-3.534670E-7	-3.534761E-7	-3.534721E-7	-1.600825E-6	-3.536667E-7	-3.536907E-7	-3.537007E-7	-3.537023E-7	-3.536901E-7	-3.536957E-7	-1.600963E-6	-3.528887E-7	-3.537289E-7	-3.546219E-7	-3.553203E-7	-3.561726E-7	-3.568996E-7
27	3711627101.376997	1.795814	-20.000000	23.729574	-2.514300E-5	-6.354710E-11	8.889200E-11	5.122510E-12	-3.531319E-7	-3.531554E-7	-3.531703E-7	-3.531703E-7	-3.531570E-7	-3.531628E-7	-1.598991E-6	-3.532607E-7	-3.532532E-7	-3.532427E-7	-3.532381E-7	-3.532487E-7	-3.532479E-7	-1.604502E-6	-3.526262E-7	-3.534300E-7	-3.540761E-7	-3.548042E-7	-3.557153E-7	-3.564405E-7
28	3711627150.456434	1.809843	-20.000000	23.736052	-2.514300E-5	-5.974209E-11	8.890350E-11	5.122390E-12	-3.529055E-7	-3.528702E-7	-3.528453E-7	-3.529171E-7	-3.528845E-7	-3.528879E-7	-1.602470E-6	-3.529585E-7	-3.529934E-7	-3.530541E-7	-3.530536E-7	-3.530149E-7	-3.530235E-7	-1.604319E-6	-3.522902E-7	-3.527919E-7	-3.537421E-7	-3.546605E-7	-3.552541E-7	-3.562735E-7
29	3711627199.601286	1.828380	-20.000000	23.708626	-2.513200E-5	-6.239548E-11	8.890540E-11	5.122250E-12	-3.524518E-7	-3.524874E-7	-3.525475E-7	-3.525572E-7	-3.525110E-7	-3.525174E-7	-1.602294E-6	-3.525346E-7	-3.525309E-7	-3.525478E-7	-3.525531E-7	-3.525416E-7	-3.525412E-7	-1.602679E-6	-3.517798E-7	-3.524334E-7	-3.534205E-7	-3.541379E-7	-3.550436E-7	-3.557446E-7
30	3711627248.537016	1.807918	-20.000000	23.682647	-2.511800E-5	-5.904112E-11	8.890670E-11	5.122570E-12	-3.519484E-7	-3.519549E-7	-3.519629E-7	-3.519774E-7	-3.519609E-7	-3.519589E-7	-1.600794E-6	-3.520687E-7	-3.520684E-7	-3.520886E-7	-3.521027E-7	-3.520821E-7	-3.520786E-7	-1.597951E-6	-3.500276E-7	-3.511252E-7	-3.520518E-7	-3.537190E-7	-3.545064E-7	-3.553088E-7
31	3711627297.748299	1.777017	-20.000000	23.669094	-2.510900E-5	-5.919135E-11	8.891850E-11	5.122590E-12	-3.516916E-7	-3.516853E-7	-3.516869E-7	-3.517094E-7	-3.516933E-7	-3.516893E-7	-1.603173E-6	-3.516576E-7	-3.516402E-7	-3.516330E-7	-3.516351E-7	-3.516415E-7	-3.516376E-7	-1.401348E-6	-2.282670E-7	-2.347556E-7	-3.464672E-7	-1.800397E-7	-5.724177E-8	-3.211275E-8
32	3711627346.798713	1.816838	-20.000000	23.680031	-2.511600E-5	-5.964192E-11	8.892770E-11	5.122550E-12	-3.515464E-7	-3.515403E-7	-3.515239E-7	-3.515005E-7	-3.515278E-7	-3.515321E-7	-1.602014E-6	-3.514084E-7	-3.513963E-7	-3.513818E-7	-3.513759E-7	-3.513906E-7	-3.513891E-7	-1.606192E-6	-3.505493E-7	-3.512314E-7	-3.518460E-7	-3.529147E-7	-3.537242E-7	-3.542171E-7
33	3711627395.811158	1.781998	-20.000000	23.661187	-2.509400E-5	-6.134417E-11	8.891090E-11	5.123420E-12	-3.505456E-7	-3.505492E-7	-3.505663E-7	-3.505967E-7	-3.505644E-7	-3.505578E-7	-1.604296E-6	-3.509682E-7	-3.509762E-7	-3.509531E-7	-3.509087E-7	-3.509516E-7	-3.509606E-7	-1.607431E-6	-3.501773E-7	-3.508786E-7	-3.516161E-7	-3.524919E-7	-3.531393E-7	-3.540889E-7
34	3711627444.781974	1.786867	-20.000000	23.650623	-2.509100E-5	-6.024273E-11	8.891160E-11	5.122570E-12	-3.503749E-7	-3.503665E-7	-3.503339E-7	-3.503083E-7	-3.503459E-7	-3.503502E-7	-1.605453E-6	-3.504020E-7	-3.504138E-7	-3.504402E-7	-3.504481E-7	-3.504260E-7	-3.504270E-7	-1.607208E-6	-3.496863E-7	-3.503512E-7	-3.511815E-7	-3.521430E-7	-3.527559E-7	-3.536126E-7
35	3711627493.843014	1.809290	-20.000000	23.642738	-2.508200E-5	-6.149437E-11	8.893250E-11	5.122590E-12	-3.502169E-7	-3.502131E-7	-3.502402E-7	-3.502832E-7	-3.502383E-7	-3.502285E-7	-1.604866E-6	-3.501977E-7	-3.501725E-7	-3.501368E-7	-3.500958E-7	-3.501507E-7	-3.501546E-7	-1.609152E-6	-3.495059E-7	-3.502943E-7	-3.509318E-7	-3.517536E-7	-3.525589E-7	-2.440513E-7
36	3711627543.234843	1.836426	-20.000000	23.630727	-2.507800E-5	-6.089357E-11	8.892730E-11	5.122550E-12	-3.494490E-7	-3.494735E-7	-3.494766E-7	-3.494567E-7	-3.494640E-7	-3.494651E-7	-1.607399E-6	-3.496231E-7	-3.496411E-7	-3.496565E-7	-3.496348E-7	-3.496389E-7	-3.496380E-7	-1.608263E-6	-3.489090E-7	-3.497554E-7	-3.504738E-7	-3.513181E-7	-3.520487E-7	-3.529506E-7
37	3711627592.019497	1.851623	-20.000000	23.656270	-2.506900E-5	-5.834023E-11	8.891790E-11	5.122540E-12	-3.493057E-7	-3.492990E-7	-3.492810E-7	-3.492681E-7	-3.492885E-7	-3.492900E-7	-1.606175E-6	-3.491002E-7	-3.490583E-7	-3.490067E-7	-3.489995E-7	-3.490412E-7	-3.490325E-7	-1.608822E-6	-3.483997E-7	-3.491978E-7	-3.500252E-7	-3.507459E-7	-3.514340E-7	-3.521261E-7
38	3711627641.144906	1.899156	-20.000000	23.611803	-2.506900E-5	-6.289618E-11	8.892420E-11	5.122550E-12	-3.488422E-7	-3.488354E-7	-3.488354E-7	-3.488384E-7	-3.488379E-7	-3.488369E-7	-1.606488E-6	-3.491666E-7	-3.491982E-7	-3.492175E-7	-3.492150E-7	-3.491993E-7	-3.492066E-7	-1.609489E-6	-3.482920E-7	-3.490914E-7	-3.498436E-7	-3.506115E-7	-3.512729E-7	-3.520962E-7
39	3711627690.170371	1.846866	-20.000000	23.593870	-2.504900E-5	-6.214518E-11	8.894060E-11	5.122640E-12	-3.487697E-7	-3.487859E-7	-3.487551E-7	-3.486892E-7	-3.487500E-7	-3.487624E-7	-1.607392E-6	-3.486079E-7	-3.485895E-7	-3.485832E-7	-3.486144E-7	-3.485988E-7	-3.485987E-7	-1.607707E-6	-3.479066E-7	-3.487388E-7	-3.495789E-7	-3.502778E-7	-3.509322E-7	-3.518906E-7
40	3711627739.205251	1.844462	-20.000000	23.620364	-2.505600E-5	-5.949177E-11	8.894270E-11	5.123080E-12	-3.482924E-7	-3.482667E-7	-3.482265E-7	-3.482045E-7	-3.482475E-7	-3.482466E-7	-1.605623E-6	-3.481831E-7	-3.482284E-7	-3.482993E-7	-3.483803E-7	-3.482728E-7	-3.482639E-7	-1.609073E-6	-3.474683E-7	-3.482809E-7	-3.489546E-7	-3.498381E-7	-3.506876E-7	-3.514388E-7
41	3711627788.095294	1.875095	-20.000000	23.604709	-2.505100E-5	-5.929147E-11	8.894420E-11	5.122430E-12	-3.478950E-7	-3.478655E-7	-3.478519E-7	-3.478573E-7	-3.478674E-7	-3.478614E-7	-1.607067E-6	-3.480081E-7	-3.480176E-7	-3.480413E-7	-3.480457E-7	-3.480282E-7	-3.480294E-7	-1.610049E-6	-3.472599E-7	-3.480460E-7	-3.488520E-7	-3.496480E-7	-3.504095E-7	-3.512500E-7
42	3711627837.316289	1.893826	-20.000000	23.613013	-2.505700E-5	-6.334676E-11	8.894200E-11	5.121780E-12	-3.477655E-7	-3.477349E-7	-3.477077E-7	-3.477175E-7	-3.477314E-7	-3.477262E-7	-1.607781E-6	-3.477480E-7	-3.477306E-7	-3.477289E-7	-3.477203E-7	-3.477320E-7	-3.477297E-7	-1.610514E-6	-3.472224E-7	-3.478442E-7	-3.485016E-7	-3.493157E-7	-3.501829E-7	-3.507371E-7
43	3711627886.646718	1.928016	-20.000000	23.577143	-2.504800E-5	-6.324661E-11	8.894940E-11	5.122080E-12	-3.474594E-7	-3.474853E-7	-3.474753E-7	-3.474560E-7	-3.474690E-7	-3.474673E-7	-1.608352E-6	-3.473723E-7	-3.473457E-7	-3.473490E-7	-3.473498E-7	-3.473542E-7	-3.473494E-7	-1.614025E-6	-3.466466E-7	-3.474198E-7	-3.482394E-7	-3.489979E-7	-3.500345E-7	-3.506339E-7
44	3711627935.535451	1.967712	-20.000000	23.570605	-2.505000E-5	-6.204507E-11	8.894980E-11	5.122190E-12	-3.472513E-7	-3.472375E-7	-3.472378E-7	-3.472472E-7	-3.472434E-7	-3.472425E-7	-1.611729E-6	-3.471806E-7	-3.471578E-7	-3.471580E-7	-3.471584E-7	-3.471637E-7	-3.471582E-7	-1.613101E-6	-3.465442E-7	-3.473820E-7	-3.481015E-7	-3.489272E-7	-3.496556E-7	-3.502409E-7
45	3711627984.639719	1.975897	-20.000000	23.555405	-2.505900E-5	-5.493579E-11	8.895690E-11	5.122510E-12	-3.468491E-7	-3.468972E-7	-3.469204E-7	-3.468760E-7	-3.468857E-7	-3.468866E-7	-1.610895E-6	-3.468768E-7	-3.468747E-7	-3.468451E-7	-3.468068E-7	-3.468509E-7	-3.468599E-7	-1.614942E-6	-3.460267E-7	-3.468064E-7	-3.476283E-7	-3.483989E-7	-3.489997E-7	-3.498489E-7
46	3711628033.696030	1.947629	-20.000000	23.567771	-2.504100E-5	-5.904117E-11	4.673940E-12	5.370510E-12	-3.466417E-7	-3.466684E-7	-3.466901E-7	-3.466907E-7	-3.466727E-7	-3.466793E-7	-1.614983E-6	-3.462405E-7	-3.462867E-7	-3.463218E-7	-3.462743E-7	-3.462808E-7	-3.462805E-7	-1.615089E-6	-3.451175E-7	-3.462036E-7	-3.472722E-7	-3.483460E-7	-3.492255E-7	-3.502518E-7
47	3711628082.744307	1.889275	-20.000000	23.564797	-2.503400E-5	-5.989222E-11	4.666000E-12	5.370480E-12	-3.462221E-7	-3.462191E-7	-3.462158E-7	-3.461828E-7	-3.462100E-7	-3.462174E-7	-1.615144E-6	-3.460947E-7	-3.460772E-7	-3.460809E-7	-3.461049E-7	-3.460894E-7	-3.460878E-7	-1.617560E-6	-3.451779E-7	-3.460462E-7	-3.471494E-7	-3.483057E-7	-3.491312E-7	-3.503556E-7
48	3711628131.822026	1.915601	-20.000000	23.550291	-2.500900E-5	-6.084348E-11	4.667930E-12	5.370050E-12	-3.457579E-7	-3.457816E-7	-3.458176E-7	-3.458613E-7	-3.458046E-7	-3.457996E-7	-1.617672E-6	-3.454036E-7	-3.454121E-7	-3.453867E-7	-3.453445E-7	-3.453867E-7	-3.453951E-7	-1.621592E-6	-3.445773E-7	-3.454522E-7	-3.463706E-7	-3.475324E-7	-3.485656E-7	-3.495058E-7
#Open Capacitance 1000Hz:4.659430E-12
#Open Capacitance 100000Hz:4.282880E-12
#34341_041_PSS_XX_HM_Irrad_20min
#Date/Time: 8/12/2021 12:47:13 PM
#Sensor Name: 34341_041_PSS_XX_HM_Irrad_20min
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
46	3711631704.978513	1.952156	-20.000000	23.106083	-2.490100E-5	-6.154435E-11	8.888740E-11	5.120990E-12	-3.473839E-7	-3.473349E-7	-3.473129E-7	-3.473311E-7	-3.473407E-7	-3.473330E-7	-1.610912E-6	-3.473839E-7	-3.473349E-7	-3.473129E-7	-3.473311E-7	-3.473407E-7	-3.473330E-7	-1.612226E-6	-3.472520E-7	-3.480320E-7	-3.487295E-7	-3.303418E-7	-3.362426E-7	-3.371557E-7
47	3711631754.571729	1.831603	-20.000000	23.077013	-2.490500E-5	-5.693834E-11	8.892530E-11	5.122610E-12	-3.449710E-7	-3.449568E-7	-3.449549E-7	-3.449304E-7	-3.449533E-7	-3.449559E-7	-1.613104E-6	-3.447425E-7	-3.447502E-7	-3.446963E-7	-3.446671E-7	-3.447140E-7	-3.447194E-7	-1.618142E-6	-3.441128E-7	-3.448041E-7	-3.456197E-7	-3.463474E-7	-3.472322E-7	-3.479403E-7
48	3711631803.205840	1.795148	-20.000000	23.083888	-2.488600E-5	-5.994225E-11	8.893280E-11	5.122170E-12	-3.484770E-7	-3.484131E-7	-3.483498E-7	-3.482936E-7	-3.483834E-7	-3.483814E-7	-1.611944E-6	-3.482371E-7	-3.482568E-7	-3.483356E-7	-3.483983E-7	-3.483070E-7	-3.482962E-7	-1.617698E-6	-3.475619E-7	-3.484078E-7	-3.494399E-7	-3.505565E-7	-3.518480E-7	-3.526562E-7
