GCD Test
Bias: 5000.000000
CV_36696_039_PSS_HM_XX_DIODEFULL
Date/Time: 8/17/2021 2:49:27 PM
Sensor Name: 36696_039_PSS_HM_XX_DIODEFULL
Type: P
Annealing Status: Unirrad
Environment: -20C
Tester: Eric Spencer

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	LCR_Cp_freq1000.0	LCR_Rp_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint
 -350.0000	1.437E-11	1.659E+9	   19.9704	   20.9552	    8.7944	  -13.3779	
 -355.0000	1.436E-11	1.593E+9	   19.9961	   20.9597	    8.8011	  -13.3653	
 -360.0000	1.436E-11	1.460E+9	   20.0270	   20.9587	    8.7925	  -13.3779	
 -365.0000	1.435E-11	1.448E+9	   20.0528	   20.9623	    8.7846	  -13.3862	
 -370.0000	1.435E-11	1.531E+9	   20.0785	   20.9608	    8.7723	  -13.4046	
 -375.0000	1.434E-11	1.561E+9	   20.0939	   20.9652	    8.7793	  -13.3915	
 -380.0000	1.433E-11	1.575E+9	   20.0965	   20.9556	    8.7774	  -13.4014	
 -385.0000	1.433E-11	1.452E+9	   20.0811	   20.9709	    8.7973	  -13.3621	
 -390.0000	1.432E-11	1.571E+9	   20.0553	   20.9750	    8.7922	  -13.3661	
 -395.0000	1.432E-11	1.496E+9	   20.0296	   20.9654	    8.7944	  -13.3702	
 -400.0000	1.432E-11	1.637E+9	   19.9987	   20.9652	    8.7913	  -13.3748	
 -410.0000	1.431E-11	1.550E+9	   19.9755	   20.9594	    8.7875	  -13.3844	
 -420.0000	1.431E-11	1.467E+9	   19.9524	   20.9583	    8.7897	  -13.3822	
 -430.0000	1.430E-11	1.501E+9	   19.9421	   20.9640	    8.7900	  -13.3774	
 -440.0000	1.430E-11	1.644E+9	   19.9395	   20.9587	    8.7824	  -13.3920	
 -450.0000	1.429E-11	1.469E+9	   19.9498	   20.9650	    8.7872	  -13.3807	
 -460.0000	1.429E-11	1.559E+9	   19.9781	   20.9650	    8.7868	  -13.3811	
 -470.0000	1.429E-11	1.646E+9	   20.0064	   20.9726	    8.7713	  -13.3970	
 -480.0000	1.428E-11	1.530E+9	   20.0322	   20.9717	    8.7793	  -13.3866	
 -490.0000	1.428E-11	1.540E+9	   20.0605	   20.9689	    8.7612	  -13.4139	
 -500.0000	1.428E-11	1.747E+9	   20.0862	   20.9572	    8.7660	  -13.4161	
 -510.0000	1.428E-11	1.644E+9	   20.0939	   20.9715	    8.7590	  -13.4151	
 -520.0000	1.427E-11	1.635E+9	   20.0862	   20.9721	    8.7540	  -13.4217	
 -530.0000	1.427E-11	1.605E+9	   20.0656	   20.9792	    8.7581	  -13.4106	
 -540.0000	1.427E-11	1.548E+9	   20.0296	   20.9792	    8.7590	  -13.4093	
 -550.0000	1.426E-11	1.626E+9	   20.0013	   20.9847	    8.7483	  -13.4202	
 -560.0000	1.427E-11	1.601E+9	   19.9755	   20.9860	    8.7524	  -13.4134	
 -570.0000	1.427E-11	1.600E+9	   19.9550	   20.9697	    8.7562	  -13.4205	
 -580.0000	1.426E-11	1.537E+9	   19.9421	   20.9776	    8.7619	  -13.4065	
 -590.0000	1.426E-11	1.588E+9	   19.9369	   20.9742	    8.7748	  -13.3910	
 -600.0000	1.426E-11	1.588E+9	   19.9472	   20.9718	    8.7853	  -13.3782	
