#Open Capacitance 1000Hz:4.654560E-12
#Open Capacitance 100000Hz:4.281260E-12
#34341_012_PSS_XX_HM_Irrad_20min
#Date/Time: 8/12/2021 3:09:10 PM
#Sensor Name: 34341_012_PSS_XX_HM_Irrad_20min
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
13	3711640810.469120	1.982353	-20.000000	22.746769	-3.041100E-5	-5.889092E-11	8.817180E-11	5.122130E-12	-4.225048E-7	-4.225028E-7	-4.224755E-7	-4.225175E-7	-4.225001E-7	-4.225038E-7	-1.587709E-6	-4.232413E-7	-4.233003E-7	-4.233117E-7	-4.233142E-7	-4.232919E-7	-4.233060E-7	-1.589467E-6	-4.221503E-7	-4.234317E-7	-4.243788E-7	-4.255586E-7	-4.266998E-7	-4.277186E-7
14	3711640859.461233	1.911155	-20.000000	22.771023	-3.041100E-5	-6.059315E-11	8.816540E-11	5.122940E-12	-4.400650E-7	-4.390400E-7	-4.396246E-7	-4.397612E-7	-4.396227E-7	-4.396929E-7	-1.569209E-6	-4.398522E-7	-4.401809E-7	-4.404364E-7	-4.404947E-7	-4.402410E-7	-4.403086E-7	-1.572864E-6	-4.373565E-7	-4.367861E-7	-4.370947E-7	-4.383666E-7	-4.392121E-7	-4.402484E-7
15	3711640908.542443	1.972114	-20.000000	22.763948	-3.041700E-5	-6.324662E-11	8.816430E-11	5.122950E-12	-4.233350E-7	-4.233439E-7	-4.234508E-7	-4.235005E-7	-4.234076E-7	-4.233973E-7	-1.585528E-6	-4.241357E-7	-4.240581E-7	-4.242264E-7	-4.242962E-7	-4.241791E-7	-4.241810E-7	-1.587144E-6	-4.229384E-7	-4.238391E-7	-4.246893E-7	-4.255352E-7	-4.262967E-7	-4.272627E-7
16	3711640957.650963	1.932648	-20.000000	22.726099	-3.041000E-5	-6.119397E-11	8.816970E-11	5.122820E-12	-4.222737E-7	-4.222976E-7	-4.223232E-7	-4.223634E-7	-4.223145E-7	-4.223104E-7	-1.586142E-6	-4.227689E-7	-4.227476E-7	-4.227329E-7	-4.227222E-7	-4.227429E-7	-4.227402E-7	-1.590178E-6	-4.207211E-7	-4.218276E-7	-4.227250E-7	-4.236456E-7	-4.247118E-7	-4.256896E-7
17	3711641006.596564	1.952851	-20.000000	22.745896	-3.040900E-5	-5.743906E-11	8.816730E-11	5.122300E-12	-4.215679E-7	-4.215393E-7	-4.215348E-7	-4.215120E-7	-4.215385E-7	-4.215370E-7	-1.588180E-6	-4.220286E-7	-4.220211E-7	-4.220114E-7	-4.219890E-7	-4.220125E-7	-4.220163E-7	-1.591094E-6	-4.208242E-7	-4.217968E-7	-4.229271E-7	-4.239525E-7	-4.248808E-7	-4.257899E-7
18	3711641055.678777	1.927318	-20.000000	22.717914	-3.040000E-5	-5.839024E-11	8.817170E-11	5.122620E-12	-4.311036E-7	-4.306449E-7	-4.306783E-7	-4.305884E-7	-4.307538E-7	-4.306616E-7	-1.578714E-6	-4.313615E-7	-4.315944E-7	-4.315987E-7	-4.310922E-7	-4.314117E-7	-4.314779E-7	-1.585075E-6	-4.290135E-7	-4.296410E-7	-4.303110E-7	-4.315587E-7	-4.317815E-7	-4.325541E-7
19	3711641104.639388	1.935850	-20.000000	22.726140	-3.040400E-5	-6.194494E-11	8.816370E-11	5.123000E-12	-4.231301E-7	-4.231748E-7	-4.231772E-7	-4.231298E-7	-4.231530E-7	-4.231525E-7	-1.589032E-6	-4.239878E-7	-4.239899E-7	-4.239818E-7	-4.239474E-7	-4.239767E-7	-4.239848E-7	-1.588353E-6	-4.228240E-7	-4.233028E-7	-4.236457E-7	-4.242010E-7	-4.250777E-7	-4.262518E-7
20	3711641153.807941	1.909463	-20.000000	22.720906	-3.040800E-5	-6.059315E-11	8.816940E-11	5.122350E-12	-4.234907E-7	-4.234901E-7	-4.234753E-7	-4.235143E-7	-4.234926E-7	-4.234904E-7	-1.586043E-6	-4.239566E-7	-4.239865E-7	-4.239792E-7	-4.239669E-7	-4.239723E-7	-4.239731E-7	-1.587436E-6	-4.229395E-7	-4.239595E-7	-4.250090E-7	-4.258483E-7	-4.267040E-7	-4.273475E-7
21	3711641203.032349	1.929936	-20.000000	22.698912	-3.039300E-5	-6.134418E-11	8.817360E-11	5.121890E-12	-4.219249E-7	-4.219210E-7	-4.219001E-7	-4.218931E-7	-4.219098E-7	-4.219105E-7	-1.586691E-6	-4.224314E-7	-4.224336E-7	-4.224440E-7	-4.224612E-7	-4.224426E-7	-4.224388E-7	-1.590499E-6	-4.213576E-7	-4.225866E-7	-4.234204E-7	-4.245228E-7	-4.254265E-7	-4.265248E-7
22	3711641252.101826	1.909478	-20.000000	22.709374	-3.038800E-5	-6.014260E-11	8.816870E-11	5.122750E-12	-4.223265E-7	-4.223170E-7	-4.223068E-7	-4.222978E-7	-4.223120E-7	-4.223119E-7	-1.587721E-6	-4.228898E-7	-4.229183E-7	-4.229831E-7	-4.230442E-7	-4.229588E-7	-4.229507E-7	-1.589837E-6	-4.214709E-7	-4.227389E-7	-4.234668E-7	-4.247539E-7	-4.255789E-7	-4.267187E-7
23	3711641301.459542	1.962828	-20.000000	22.700675	-3.032500E-5	-6.049306E-11	8.817570E-11	5.122380E-12	-4.223566E-7	-4.223556E-7	-4.222592E-7	-4.221540E-7	-4.222813E-7	-4.223074E-7	-1.587596E-6	-4.226804E-7	-4.226428E-7	-4.226113E-7	-4.225820E-7	-4.226291E-7	-4.226271E-7	-1.588064E-6	-4.215674E-7	-4.226760E-7	-4.232799E-7	-4.241911E-7	-4.253065E-7	-4.262867E-7
24	3711641350.150041	1.922459	-20.000000	22.699327	-3.035700E-5	-6.179472E-11	8.816920E-11	5.122480E-12	-4.232571E-7	-4.232385E-7	-4.231910E-7	-4.231931E-7	-4.232199E-7	-4.232158E-7	-1.584408E-6	-4.238324E-7	-4.238523E-7	-4.238092E-7	-4.237356E-7	-4.238074E-7	-4.238208E-7	-1.586543E-6	-4.227456E-7	-4.238740E-7	-4.246979E-7	-4.259674E-7	-4.268806E-7	-4.278469E-7
25	3711641399.273054	1.948819	-20.000000	22.712070	-3.034600E-5	-5.824012E-11	8.818010E-11	5.124000E-12	-5.112348E-7	-5.068163E-7	-5.186837E-7	-5.246872E-7	-5.153555E-7	-5.149592E-7	-1.499194E-6	-4.676569E-7	-4.928233E-7	-4.936954E-7	-4.942805E-7	-4.871140E-7	-4.932593E-7	-1.507911E-6	-4.932929E-7	-4.910075E-7	-4.971943E-7	-5.011041E-7	-4.907464E-7	-4.988141E-7
26	3711641448.333400	1.863353	-20.000000	22.700317	-3.035500E-5	-6.099372E-11	8.817060E-11	5.122680E-12	-4.236233E-7	-4.236417E-7	-4.236815E-7	-4.236944E-7	-4.236602E-7	-4.236616E-7	-1.581920E-6	-4.245418E-7	-4.244696E-7	-4.244034E-7	-4.243966E-7	-4.244529E-7	-4.244365E-7	-1.581700E-6	-4.234761E-7	-4.240858E-7	-4.252401E-7	-4.262950E-7	-4.273107E-7	-4.283411E-7
27	3711641497.570220	1.892026	-20.000000	22.688964	-3.034400E-5	-5.909122E-11	8.817580E-11	5.122130E-12	-4.256123E-7	-4.257064E-7	-4.257408E-7	-4.258592E-7	-4.257297E-7	-4.257236E-7	-1.577040E-6	-4.264182E-7	-4.264068E-7	-4.263701E-7	-4.263607E-7	-4.263889E-7	-4.263884E-7	-1.580005E-6	-4.255779E-7	-4.265600E-7	-4.273409E-7	-4.283808E-7	-4.293202E-7	-4.302952E-7
28	3711641546.430402	1.899007	-20.000000	22.706442	-3.032200E-5	-6.209518E-11	8.818460E-11	5.123010E-12	-4.251224E-7	-4.250988E-7	-4.251154E-7	-4.251393E-7	-4.251190E-7	-4.251189E-7	-1.578367E-6	-4.255903E-7	-4.255686E-7	-4.255318E-7	-4.255512E-7	-4.255605E-7	-4.255599E-7	-1.583713E-6	-4.245379E-7	-4.254595E-7	-4.261396E-7	-4.272822E-7	-4.281743E-7	-4.289299E-7
29	3711641595.595853	1.827496	-20.000000	22.701745	-3.031000E-5	-6.289619E-11	8.818930E-11	5.122950E-12	-4.337996E-7	-4.336272E-7	-4.335706E-7	-4.336494E-7	-4.336617E-7	-4.336383E-7	-1.571731E-6	-4.343215E-7	-4.343187E-7	-4.343075E-7	-4.343096E-7	-4.343143E-7	-4.343141E-7	-1.573119E-6	-4.333098E-7	-4.340432E-7	-4.353487E-7	-4.365806E-7	-4.376642E-7	-4.382064E-7
30	3711641644.507358	1.856071	-20.000000	22.696574	-3.028000E-5	-6.349694E-11	8.812760E-11	5.126340E-12	-8.575532E-7	-8.628649E-7	-8.585918E-7	-8.734000E-7	-8.631025E-7	-8.607284E-7	-1.109249E-6	-8.457250E-7	-7.260755E-7	-8.058036E-7	-8.069855E-7	-7.961474E-7	-8.063945E-7	-1.199462E-6	-7.039667E-7	-7.137385E-7	-6.191193E-7	-6.762629E-7	-6.683819E-7	-6.321052E-7
31	3711641693.452319	1.901079	-20.000000	22.688112	-3.029700E-5	-6.229541E-11	8.813020E-11	5.122160E-12	-4.301005E-7	-4.301504E-7	-4.301424E-7	-4.302333E-7	-4.301567E-7	-4.301464E-7	-1.575817E-6	-4.319930E-7	-4.320343E-7	-4.320704E-7	-4.321085E-7	-4.320516E-7	-4.320524E-7	-1.576424E-6	-4.309688E-7	-4.318926E-7	-4.330626E-7	-4.340345E-7	-4.351506E-7	-4.361522E-7
32	3711641742.611475	1.849431	-20.000000	22.690449	-3.030200E-5	-6.079341E-11	8.817250E-11	5.121900E-12	-4.360268E-7	-4.364027E-7	-4.362747E-7	-4.362498E-7	-4.362385E-7	-4.362623E-7	-1.568289E-6	-4.379110E-7	-4.379690E-7	-4.380067E-7	-4.379708E-7	-4.379644E-7	-4.379699E-7	-1.570287E-6	-4.367020E-7	-4.383912E-7	-4.396992E-7	-4.412109E-7	-4.427562E-7	-4.443496E-7
33	3711641791.713387	1.837595	-20.000000	22.689319	-3.029500E-5	-6.054311E-11	8.819020E-11	5.122610E-12	-4.272142E-7	-4.272475E-7	-4.273112E-7	-4.272908E-7	-4.272659E-7	-4.272692E-7	-1.578665E-6	-4.279406E-7	-4.278824E-7	-4.278790E-7	-4.279025E-7	-4.279011E-7	-4.278924E-7	-1.581306E-6	-4.268036E-7	-4.278003E-7	-4.285928E-7	-4.293652E-7	-4.303993E-7	-4.311516E-7
34	3711641840.792536	1.928499	-20.000000	22.695997	-3.028000E-5	-6.109385E-11	8.820250E-11	5.122220E-12	-4.284805E-7	-4.283020E-7	-4.283274E-7	-4.282221E-7	-4.283330E-7	-4.283147E-7	-1.577988E-6	-4.286293E-7	-4.286280E-7	-4.286998E-7	-4.287457E-7	-4.286757E-7	-4.286645E-7	-1.580340E-6	-4.281344E-7	-4.293840E-7	-4.302906E-7	-4.312465E-7	-4.321588E-7	-4.330478E-7
35	3711641889.734843	1.843752	-20.000000	22.677569	-3.027000E-5	-6.059317E-11	8.820500E-11	5.122020E-12	-4.258113E-7	-4.258187E-7	-4.258092E-7	-4.258358E-7	-4.258188E-7	-4.258150E-7	-1.580455E-6	-4.263359E-7	-4.263280E-7	-4.263073E-7	-4.262830E-7	-4.263136E-7	-4.263177E-7	-1.584638E-6	-4.254973E-7	-4.261382E-7	-4.271286E-7	-4.280613E-7	-4.291314E-7	-4.302289E-7
36	3711641938.838781	1.944849	-20.000000	22.658366	-3.025200E-5	-5.768942E-11	8.821250E-11	5.123350E-12	-4.832837E-7	-4.834583E-7	-4.827805E-7	-4.833461E-7	-4.832172E-7	-4.833149E-7	-1.520685E-6	-4.833411E-7	-4.843465E-7	-4.845593E-7	-4.845230E-7	-4.841925E-7	-4.844348E-7	-1.520783E-6	-4.819960E-7	-4.850289E-7	-4.859184E-7	-4.882610E-7	-4.893363E-7	-4.923185E-7
37	3711641987.902699	1.904791	-20.000000	22.660309	-3.025100E-5	-5.984218E-11	8.820520E-11	5.122420E-12	-4.268901E-7	-4.269578E-7	-4.269978E-7	-4.269685E-7	-4.269536E-7	-4.269631E-7	-1.581603E-6	-4.282867E-7	-4.282319E-7	-4.281668E-7	-4.281228E-7	-4.282021E-7	-4.281993E-7	-1.579957E-6	-4.271165E-7	-4.281335E-7	-4.291053E-7	-4.300970E-7	-4.310452E-7	-4.321425E-7
38	3711642036.607186	1.824311	-20.000000	22.690964	-3.026200E-5	-5.919135E-11	8.821070E-11	5.121580E-12	-4.268275E-7	-4.268362E-7	-4.268429E-7	-4.268637E-7	-4.268426E-7	-4.268395E-7	-1.578239E-6	-4.275076E-7	-4.275220E-7	-4.275674E-7	-4.275994E-7	-4.275491E-7	-4.275447E-7	-1.581973E-6	-4.264104E-7	-4.273001E-7	-4.281391E-7	-4.291687E-7	-4.302001E-7	-4.313773E-7
39	3711642085.474662	1.869501	-20.000000	22.696613	-3.026000E-5	-6.024273E-11	8.821730E-11	5.122080E-12	-4.276166E-7	-4.276090E-7	-4.276140E-7	-4.276073E-7	-4.276117E-7	-4.276115E-7	-1.578825E-6	-4.283292E-7	-4.283239E-7	-4.283305E-7	-4.283596E-7	-4.283358E-7	-4.283298E-7	-1.581770E-6	-4.271553E-7	-4.281961E-7	-4.293614E-7	-4.303865E-7	-4.312477E-7	-4.321316E-7
40	3711642134.952002	1.777515	-20.000000	22.688566	-3.024000E-5	-6.234549E-11	8.822240E-11	5.122110E-12	-4.276347E-7	-4.276804E-7	-4.277397E-7	-4.277887E-7	-4.277109E-7	-4.277100E-7	-1.579175E-6	-4.287582E-7	-4.287750E-7	-4.288002E-7	-4.288200E-7	-4.287883E-7	-4.287876E-7	-1.579747E-6	-4.275228E-7	-4.285153E-7	-4.294388E-7	-4.304641E-7	-4.315307E-7	-4.324059E-7
41	3711642184.180657	1.817112	-20.000000	22.702675	-3.022600E-5	-5.743903E-11	8.823350E-11	5.122150E-12	-4.281543E-7	-4.281456E-7	-4.281546E-7	-4.281849E-7	-4.281599E-7	-4.281545E-7	-1.577280E-6	-4.289258E-7	-4.288896E-7	-4.288724E-7	-4.288888E-7	-4.288942E-7	-4.288892E-7	-1.583678E-6	-4.278035E-7	-4.287438E-7	-4.299115E-7	-4.308673E-7	-4.316756E-7	-4.326997E-7
42	3711642232.916301	1.825903	-20.000000	22.653987	-3.020700E-5	-5.834027E-11	8.823230E-11	5.121430E-12	-4.282297E-7	-4.282010E-7	-4.282027E-7	-4.282332E-7	-4.282166E-7	-4.282162E-7	-1.581195E-6	-4.290663E-7	-4.290945E-7	-4.291344E-7	-4.291832E-7	-4.291196E-7	-4.291145E-7	-1.583038E-6	-4.280991E-7	-4.288882E-7	-4.297879E-7	-4.309278E-7	-4.317219E-7	-4.328646E-7
43	3711642281.887410	1.823241	-20.000000	22.663221	-3.021900E-5	-6.014256E-11	8.823690E-11	5.121990E-12	-4.286721E-7	-4.286346E-7	-4.285928E-7	-4.285481E-7	-4.286119E-7	-4.286137E-7	-1.580585E-6	-4.296622E-7	-4.296196E-7	-4.296244E-7	-4.296276E-7	-4.296335E-7	-4.296260E-7	-1.583800E-6	-4.284813E-7	-4.292823E-7	-4.305147E-7	-4.313363E-7	-4.323307E-7	-4.334475E-7
44	3711642330.778873	1.892483	-20.000000	22.676460	-3.021600E-5	-5.813997E-11	8.823470E-11	5.121040E-12	-4.284817E-7	-4.284907E-7	-4.285059E-7	-4.285190E-7	-4.284993E-7	-4.284983E-7	-1.581790E-6	-4.292184E-7	-4.292560E-7	-4.292752E-7	-4.292480E-7	-4.292494E-7	-4.292520E-7	-1.585323E-6	-4.281191E-7	-4.289862E-7	-4.297511E-7	-4.310129E-7	-4.318911E-7	-4.330084E-7
45	3711642379.874736	1.996636	-20.000000	22.660964	-3.020600E-5	-6.244558E-11	8.824380E-11	5.121700E-12	-4.292771E-7	-4.292550E-7	-4.292441E-7	-4.292354E-7	-4.292529E-7	-4.292496E-7	-1.582190E-6	-4.299748E-7	-4.299553E-7	-4.299396E-7	-4.299667E-7	-4.299591E-7	-4.299610E-7	-1.585219E-6	-4.291000E-7	-4.300105E-7	-4.310707E-7	-4.319180E-7	-4.330510E-7	-4.339869E-7
46	3711642428.805822	1.855353	-20.000000	22.660943	-3.020700E-5	-6.004245E-11	8.824720E-11	5.122110E-12	-4.294242E-7	-4.294363E-7	-4.294696E-7	-4.295050E-7	-4.294588E-7	-4.294529E-7	-1.582760E-6	-4.301795E-7	-4.301891E-7	-4.302030E-7	-4.302132E-7	-4.301962E-7	-4.301960E-7	-1.585583E-6	-4.292454E-7	-4.300722E-7	-4.310981E-7	-4.321650E-7	-4.331972E-7	-4.343476E-7
47	3711642477.841391	1.890533	-20.000000	22.689358	-3.019900E-5	-6.379736E-11	8.825110E-11	5.121770E-12	-4.300515E-7	-4.300643E-7	-4.300401E-7	-4.300116E-7	-4.300419E-7	-4.300458E-7	-1.582770E-6	-4.308309E-7	-4.307853E-7	-4.307282E-7	-4.306792E-7	-4.307559E-7	-4.307567E-7	-1.586659E-6	-4.297487E-7	-4.306965E-7	-4.316088E-7	-4.326738E-7	-4.336358E-7	-4.346849E-7
48	3711642526.896610	1.870145	-20.000000	22.651291	-3.020900E-5	-6.089354E-11	8.825090E-11	5.121930E-12	-4.304194E-7	-4.304557E-7	-4.304508E-7	-4.303919E-7	-4.304294E-7	-4.304351E-7	-1.583815E-6	-4.308927E-7	-4.308777E-7	-4.308675E-7	-4.308755E-7	-4.308784E-7	-4.308766E-7	-1.585349E-6	-4.297987E-7	-4.308656E-7	-4.318332E-7	-4.326959E-7	-4.339674E-7	-4.349717E-7
49	3711642575.946664	1.897541	-20.000000	22.674714	-3.019400E-5	-6.019267E-11	8.825980E-11	5.123040E-12	-4.305685E-7	-4.306068E-7	-4.306007E-7	-4.305406E-7	-4.305792E-7	-4.305846E-7	-1.582685E-6	-4.316599E-7	-4.317075E-7	-4.316873E-7	-4.316603E-7	-4.316788E-7	-4.316738E-7	-1.585127E-6	-4.306241E-7	-4.313783E-7	-4.325602E-7	-4.336521E-7	-4.345814E-7	-4.356839E-7
50	3711642624.944437	1.891407	-20.000000	22.658764	-3.020300E-5	-6.254569E-11	8.824330E-11	5.123450E-12	-4.309229E-7	-4.309055E-7	-4.309577E-7	-4.310212E-7	-4.309518E-7	-4.309403E-7	-1.582724E-6	-4.327631E-7	-4.327413E-7	-4.327139E-7	-4.326604E-7	-4.327197E-7	-4.327276E-7	-1.583530E-6	-4.315078E-7	-4.326096E-7	-4.333414E-7	-4.345829E-7	-4.356037E-7	-4.367547E-7
51	3711642673.933940	1.903653	-20.000000	22.632743	-3.018400E-5	-6.089353E-11	8.818070E-11	5.121660E-12	-4.309036E-7	-4.308397E-7	-4.308125E-7	-4.308143E-7	-4.308425E-7	-4.308270E-7	-1.582171E-6	-4.320538E-7	-4.320185E-7	-4.319974E-7	-4.319820E-7	-4.320129E-7	-4.320079E-7	-1.582675E-6	-4.307940E-7	-4.317803E-7	-4.329719E-7	-4.337174E-7	-4.348920E-7	-4.359066E-7
52	3711642722.993690	1.862292	-20.000000	22.665501	-3.016200E-5	-6.364712E-11	8.827250E-11	5.123660E-12	-4.319262E-7	-4.319690E-7	-4.319516E-7	-4.319286E-7	-4.319439E-7	-4.319401E-7	-1.579827E-6	-4.321050E-7	-4.321547E-7	-4.321719E-7	-4.321855E-7	-4.321543E-7	-4.321633E-7	-1.582511E-6	-4.309966E-7	-4.319769E-7	-4.330433E-7	-4.341813E-7	-4.352165E-7	-4.361306E-7
53	3711642772.048364	1.834111	-20.000000	22.654761	-3.018300E-5	-5.894099E-11	8.827190E-11	5.121230E-12	-4.313392E-7	-4.313317E-7	-4.313528E-7	-4.313611E-7	-4.313462E-7	-4.313460E-7	-1.580316E-6	-4.322879E-7	-4.322739E-7	-4.322584E-7	-4.322157E-7	-4.322590E-7	-4.322662E-7	-1.584039E-6	-4.312927E-7	-4.322988E-7	-4.332071E-7	-4.344119E-7	-4.352408E-7	-4.363683E-7
54	3711642821.191234	1.949737	-20.000000	22.648397	-3.017900E-5	-6.479862E-11	8.827890E-11	5.122000E-12	-4.318780E-7	-4.318536E-7	-4.318372E-7	-4.318354E-7	-4.318510E-7	-4.318454E-7	-1.581401E-6	-4.327229E-7	-4.327371E-7	-4.327010E-7	-4.326731E-7	-4.327085E-7	-4.327119E-7	-1.584571E-6	-4.316842E-7	-4.325485E-7	-4.335480E-7	-4.346070E-7	-4.356774E-7	-4.365656E-7
