#Open Capacitance 1000Hz:4.945730E-12
#Open Capacitance 100000Hz:5.042620E-12
#36696_039_PSS_XX_HM
#Date/Time: 8/16/2021 2:35:38 PM
#Sensor Name: 36696_039_PSS_XX_HM
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C
1	3711983810.570444	1.714092	20.000000	26.615010	-5.000000E-11	-6.462174E-6	7.138370E-12	6.189560E-12
#Open Capacitance 1000Hz:4.571320E-12
#Open Capacitance 100000Hz:4.372300E-12
#36696_039_PSS_XX_HM
#Date/Time: 8/16/2021 2:38:09 PM
#Sensor Name: 36696_039_PSS_XX_HM
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
52	3711986639.261725	1.575139	20.000000	27.003395	-2.300000E-9	-5.588704E-11	8.869420E-11	5.181000E-12	-3.017573E-11	-2.842386E-11	-2.963989E-11	-2.972330E-11	-2.949070E-11	-2.968160E-11	-3.235615E-6	-3.094096E-11	-3.227148E-11	-3.338446E-11	-3.183437E-11	-3.210782E-11	-3.205292E-11	-3.236483E-6	-3.145575E-11	-3.201940E-11	-3.654598E-11	-3.849780E-11	-4.089060E-11	-4.456832E-11
53	3711986691.844989	1.562691	20.000000	27.013423	-2.300000E-9	-5.493582E-11	8.869140E-11	5.180870E-12	-3.229622E-11	-3.289892E-11	-3.142161E-11	-2.993817E-11	-3.163873E-11	-3.185892E-11	-3.236673E-6	-2.969284E-11	-2.870948E-11	-2.814663E-11	-2.928457E-11	-2.895838E-11	-2.899703E-11	-3.240231E-6	-2.914105E-11	-2.982860E-11	-3.284841E-11	-3.645846E-11	-3.850247E-11	-4.191096E-11
54	3711986744.461958	1.499112	20.000000	27.014948	-2.300000E-9	-5.829016E-11	8.869070E-11	5.179640E-12	-2.539177E-11	-2.600529E-11	-2.682307E-11	-2.656793E-11	-2.619701E-11	-2.628661E-11	-3.240442E-6	-3.034051E-11	-3.259388E-11	-3.275969E-11	-3.124436E-11	-3.173461E-11	-3.191912E-11	-3.242295E-6	-3.065801E-11	-3.383076E-11	-3.432471E-11	-3.830621E-11	-4.059372E-11	-4.296178E-11
55	3711986797.112292	1.533468	20.000000	27.024660	-2.290000E-9	-5.849041E-11	8.867820E-11	5.180890E-12	-2.936245E-11	-2.953622E-11	-2.889202E-11	-3.125109E-11	-2.976044E-11	-2.944933E-11	-3.242460E-6	-2.868717E-11	-2.910199E-11	-2.705572E-11	-2.631299E-11	-2.778947E-11	-2.787145E-11	-3.241370E-6	-2.834433E-11	-3.025649E-11	-3.201960E-11	-3.430304E-11	-3.871449E-11	-4.375790E-11
56	3711986849.940379	1.519479	20.000000	27.021112	-2.300000E-9	-5.748912E-11	8.867420E-11	5.180190E-12	-3.047197E-11	-2.809981E-11	-2.782381E-11	-2.743169E-11	-2.845682E-11	-2.796181E-11	-3.241561E-6	-2.535496E-11	-2.672330E-11	-2.458646E-11	-2.549603E-11	-2.554019E-11	-2.542550E-11	-3.245867E-6	-2.660227E-11	-3.044397E-11	-3.188385E-11	-3.461275E-11	-3.873984E-11	-3.962693E-11
57	3711986902.624522	1.579287	20.000000	27.028364	-2.300000E-9	-6.059319E-11	8.866490E-11	5.177890E-12	-2.618092E-11	-2.842101E-11	-2.663662E-11	-2.679303E-11	-2.700789E-11	-2.671482E-11	-3.246070E-6	-3.096632E-11	-2.934816E-11	-3.074939E-11	-3.022643E-11	-3.032257E-11	-3.048791E-11	-3.241917E-6	-3.050674E-11	-3.318227E-11	-3.511672E-11	-3.763933E-11	-4.096971E-11	-4.288167E-11
58	3711986955.524892	1.511161	20.000000	27.034566	-2.300000E-9	-6.139418E-11	8.866080E-11	5.169940E-12	-3.136745E-11	-2.755928E-11	-2.965462E-11	-2.882866E-11	-2.935250E-11	-2.924164E-11	-3.242114E-6	-3.046196E-11	-3.049447E-11	-3.132450E-11	-3.309825E-11	-3.134480E-11	-3.090948E-11	-3.239714E-6	-2.950393E-11	-3.408715E-11	-3.377127E-11	-3.648240E-11	-4.137943E-11	-4.202383E-11
59	3711987008.316512	1.560118	20.000000	27.051153	-2.300000E-9	-5.728886E-11	8.865260E-11	5.135180E-12	-2.750837E-11	-2.834168E-11	-2.898588E-11	-2.929622E-11	-2.853304E-11	-2.866378E-11	-3.239899E-6	-2.998500E-11	-3.271615E-11	-3.055928E-11	-3.084735E-11	-3.102694E-11	-3.070332E-11	-3.237719E-6	-3.103073E-11	-3.348893E-11	-3.450113E-11	-3.902730E-11	-4.143769E-11	-4.397442E-11
#Open Capacitance 1000Hz:4.575200E-12
#Open Capacitance 100000Hz:Not Measured
#36696_039_PSS_XX_HM
#Date/Time: 8/16/2021 3:49:45 PM
#Sensor Name: 36696_039_PSS_XX_HM
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
60	3711988253.773933	1.520308	20.000000	27.157530	-2.310000E-9	-5.974204E-11	8.860340E-11	-3.225758E-11	-3.113908E-11	-3.190944E-11	-3.315592E-11	-3.211550E-11	-3.208351E-11	-3.238042E-6
