GCD Test
Bias: 5000.000000
CV_34330_048_2-S_HM_XX_DIODEHALFPSTOP_GRConnected
Date/Time: 9/10/2021 10:40:15 AM
Sensor Name: DIODEHALFPSTOP
Type: P
Annealing Status: Not Irradiated and Not Annealed
Environment: 20C
Tester: Andrew Kent

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	LCR_Cp_freq1000.0	LCR_Rp_freqfreq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
 -215.0000	6.670E-12	3.224E+9	   20.0039	   21.9727	    8.1841	  -13.4961	
 -220.0000	6.638E-12	3.218E+9	   19.9884	   21.9719	    8.1749	  -13.5104	
 -225.0000	6.608E-12	3.204E+9	   19.9807	   21.9734	    8.1594	  -13.5325	
 -230.0000	6.574E-12	2.978E+9	   19.9730	   21.9711	    8.1543	  -13.5419	
 -235.0000	6.544E-12	3.210E+9	   19.9704	   21.9707	    8.1490	  -13.5502	
 -240.0000	6.517E-12	3.098E+9	   19.9730	   21.9693	    8.1404	  -13.5641	
 -245.0000	6.491E-12	3.361E+9	   19.9807	   21.9681	    8.1373	  -13.5697	
 -250.0000	6.464E-12	3.096E+9	   19.9858	   21.9609	    8.1271	  -13.5903	
 -255.0000	6.435E-12	3.117E+9	   20.0064	   21.9654	    8.1205	  -13.5969	
 -260.0000	6.407E-12	3.300E+9	   20.0142	   21.9681	    8.1189	  -13.5974	
 -265.0000	6.385E-12	3.271E+9	   20.0193	   21.9743	    8.1094	  -13.6070	
 -270.0000	6.358E-12	3.221E+9	   20.0219	   21.9700	    8.1078	  -13.6126	
 -275.0000	6.334E-12	3.249E+9	   20.0193	   21.9700	    8.0946	  -13.6327	
 -280.0000	6.310E-12	3.147E+9	   20.0142	   21.9697	    8.1078	  -13.6129	
 -285.0000	6.286E-12	3.211E+9	   20.0064	   21.9692	    8.0829	  -13.6510	
 -290.0000	6.264E-12	3.413E+9	   20.0039	   21.9697	    8.0775	  -13.6587	
 -295.0000	6.243E-12	3.485E+9	   19.9936	   21.9683	    8.0911	  -13.6392	
 -300.0000	6.230E-12	3.375E+9	   19.9833	   21.9689	    8.0813	  -13.6536	
 -305.0000	6.214E-12	3.217E+9	   19.9781	   21.9689	    8.0772	  -13.6598	
 -310.0000	6.205E-12	3.367E+9	   19.9781	   21.9638	    8.0806	  -13.6583	
 -315.0000	6.195E-12	3.255E+9	   19.9755	   21.9609	    8.0803	  -13.6609	
 -320.0000	6.195E-12	3.584E+9	   19.9807	   21.9632	    8.0791	  -13.6611	
 -325.0000	6.190E-12	3.281E+9	   19.9884	   21.9606	    8.0686	  -13.6789	
 -330.0000	6.189E-12	3.268E+9	   19.9961	   21.9586	    8.0708	  -13.6770	
 -335.0000	6.184E-12	3.173E+9	   20.0064	   21.9580	    8.0708	  -13.6775	
 -340.0000	6.181E-12	3.183E+9	   20.0167	   21.9580	    8.0550	  -13.7015	
 -345.0000	6.180E-12	3.110E+9	   20.0219	   21.9593	    8.0591	  -13.6942	
 -350.0000	6.181E-12	3.327E+9	   20.0219	   21.9593	    8.0591	  -13.6942	
 -355.0000	6.178E-12	3.306E+9	   20.0245	   21.9628	    8.0579	  -13.6935	
 -360.0000	6.174E-12	3.326E+9	   20.0193	   21.9618	    8.0696	  -13.6766	
 -365.0000	6.173E-12	3.306E+9	   20.0193	   21.9618	    8.0696	  -13.6766	
 -370.0000	6.175E-12	3.352E+9	   20.0090	   21.9635	    8.0651	  -13.6820	
 -375.0000	6.174E-12	3.292E+9	   19.9884	   21.9645	    8.0636	  -13.6837	
 -380.0000	6.173E-12	3.194E+9	   19.9781	   21.9653	    8.0557	  -13.6951	
 -385.0000	6.171E-12	3.184E+9	   19.9730	   21.9617	    8.0550	  -13.6987	
 -390.0000	6.167E-12	3.296E+9	   19.9678	   21.9638	    8.0500	  -13.7048	
 -395.0000	6.171E-12	3.264E+9	   19.9704	   21.9540	    8.0512	  -13.7102	
 -400.0000	6.168E-12	3.281E+9	   19.9730	   21.9558	    8.0468	  -13.7155	
 -410.0000	6.167E-12	3.590E+9	   19.9833	   21.9570	    8.0547	  -13.7027	
 -420.0000	6.167E-12	3.313E+9	   19.9936	   21.9592	    8.0528	  -13.7039	
 -430.0000	6.167E-12	3.312E+9	   19.9936	   21.9592	    8.0528	  -13.7039	
 -440.0000	6.164E-12	3.234E+9	   20.0090	   21.9539	    8.0582	  -13.6997	
 -450.0000	6.163E-12	3.192E+9	   20.0167	   21.9580	    8.0449	  -13.7168	
 -460.0000	6.165E-12	3.278E+9	   20.0245	   21.9580	    8.0528	  -13.7048	
 -470.0000	6.159E-12	3.214E+9	   20.0270	   21.9567	    8.0427	  -13.7211	
 -480.0000	6.162E-12	3.329E+9	   20.0245	   21.9543	    8.0402	  -13.7268	
 -490.0000	6.160E-12	3.351E+9	   20.0193	   21.9474	    8.0345	  -13.7405	
 -500.0000	6.162E-12	3.114E+9	   20.0090	   21.9489	    8.0323	  -13.7428	
 -510.0000	6.162E-12	3.195E+9	   19.9833	   21.9495	    8.0206	  -13.7602	
 -520.0000	6.163E-12	3.510E+9	   19.9704	   21.9511	    8.0262	  -13.7503	
 -530.0000	6.158E-12	3.112E+9	   19.9653	   21.9541	    8.0373	  -13.7313	
 -540.0000	6.163E-12	3.375E+9	   19.9627	   21.9492	    8.0335	  -13.7407	
 -550.0000	6.160E-12	3.310E+9	   19.9653	   21.9548	    8.0237	  -13.7515	
 -560.0000	6.160E-12	3.303E+9	   19.9730	   21.9542	    8.0310	  -13.7408	
 -570.0000	6.158E-12	3.151E+9	   19.9833	   21.9555	    8.0253	  -13.7485	
 -580.0000	6.160E-12	3.124E+9	   19.9936	   21.9545	    8.0345	  -13.7353	
 -590.0000	6.160E-12	3.091E+9	   20.0039	   21.9525	    8.0250	  -13.7512	
 -600.0000	6.159E-12	3.266E+9	   20.0039	   21.9525	    8.0250	  -13.7512	
